num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,gross,Class
351,122,209,934,17000,146352,31958,6,288,PG-13,130000000,2013,12000,5.8,42000,122512052,B
78,96,38,85,363,10282,774,1,78,R,2000000,2006,223,6.6,474,198407,A
635,141,0,19000,26000,462669,92000,4,1117,PG-13,250000000,2015,21000,7.5,118000,458991599,B
73,93,4,394,875,5695,2305,0,23,PG-13,3000000,2010,412,6.4,0,100675,A
105,99,148,660,2000,27548,6729,1,209,PG,60000000,2004,843,5.2,0,73701902,B
49,117,138,416,908,2395,3204,9,17,R,25000000,2010,581,5.7,636,134904,A
205,102,0,294,625,187595,1655,3,978,R,2500000,2004,379,7.6,0,26781723,A
127,91,30,497,922,34203,3301,1,169,PG-13,40000000,2012,786,5.3,19000,26404753,A
76,108,54,463,786,6838,2730,3,117,PG-13,20000000,2004,567,6.3,924,8054280,A
16,95,14,221,284,1742,1185,1,158,PG,825000,2002,234,5.6,409,15278,A
138,107,14,311,403,13026,1577,1,75,PG-13,20000000,2010,368,5.1,0,1183354,A
129,104,42,613,839,106820,3627,1,147,R,17000000,2014,756,6.5,14000,82389560,B
265,101,0,11,19000,321283,32015,0,1848,R,4000000,2003,13000,7.8,17000,44566004,B
163,114,19,848,1000,33953,3962,1,163,PG-13,105000000,2015,897,5.3,37000,28772222,A
129,99,800,334,49000,31964,50542,1,129,R,,2009,640,6.9,0,221210,A
280,103,0,346,1000,118951,2857,0,1382,PG,150000000,2010,756,4.2,18000,131564731,B
245,124,0,631,22000,55842,24732,0,274,R,21000000,2008,1000,7.5,13000,3081925,A
239,124,776,812,15000,333248,20553,0,1159,PG-13,125000000,2004,2000,6.4,19000,186739919,B
51,95,213,92,225,35172,791,0,128,R,4000000,1983,174,6.1,0,94900000,B
49,107,124,572,636,8692,3374,2,126,PG-13,51000000,1987,631,4.2,754,14375181,A
34,93,58,722,995,42644,6105,2,102,R,12000000,2001,729,6.2,0,31155435,B
5,89,15,95,312,3543,548,1,8,R,,2011,135,7.5,614,7705974,A
149,127,14000,440,11000,515306,12884,5,477,PG-13,48000000,1989,844,8.3,0,197171806,B
32,99,387,399,8000,5159,9608,4,27,PG-13,8000000,2005,489,5.5,143,127144,A
56,124,179,551,11000,24826,13093,3,175,R,38000000,1999,617,6,783,8406264,A
42,143,65,320,975,30230,2223,1,154,PG,6500000,1995,345,7.3,0,82528097,B
712,169,22000,6000,11000,928227,31488,1,2725,PG-13,165000000,2014,11000,8.6,349000,187991439,B
214,107,124,100,152,114925,568,1,234,PG-13,39000000,2009,142,7.1,13000,63411478,B
127,90,48,196,973,31640,1865,1,109,PG,60000000,2008,400,4.9,791,11802056,A
22,100,65,577,633,44502,3362,8,46,PG,10000000,1992,613,6.4,0,50752337,B
31,102,6,165,3000,55895,5433,1,115,PG-13,16500000,1991,2000,6.8,0,59847242,B
102,107,368,1000,2000,100821,4046,0,554,PG-13,120000000,2003,1000,4.8,0,100685880,B
63,123,0,324,11000,8309,11969,4,39,PG-13,27000000,1998,597,6,315,10297897,A
682,126,17000,1000,17000,245333,36017,0,678,PG,170000000,2011,16000,7.5,42000,73820094,B
325,118,117,10000,18000,227072,44797,0,560,R,80000000,2010,15000,6.9,20000,94822707,B
225,108,23,845,2000,23775,4710,0,134,PG-13,28000000,2016,860,5.8,73000,10907291,A
82,170,165,244,453,66959,1164,1,258,Approved,17000000,1964,272,7.9,0,72000000,B
40,82,33,475,744,48225,2400,0,164,R,8000000,1998,503,6.7,0,17278980,A
220,90,15,16000,87000,80903,120797,0,518,R,19000000,2005,17000,6,0,64255243,B
75,95,5,443,1000,15427,2729,0,121,R,11000000,2001,660,5.3,449,13558739,A
154,104,0,1000,4000,92074,12170,1,502,R,15000000,1998,4000,6.4,0,40064955,B
426,130,285,767,33000,182983,57308,4,374,R,28000000,2015,23000,7.8,99000,70235322,B
69,90,13,613,882,17983,2661,2,127,PG,15000000,2002,874,6.7,0,19158074,A
38,118,11,12,37,9740,74,1,81,R,37000000,1997,12,6.4,389,6482195,A
68,121,503,94,808,128010,1446,2,136,R,35000000,1992,277,6.7,0,144731527,B
14,46,0,69,13000,1723,13448,0,13,,,2000,366,7.5,407,18642318,A
171,90,100,9,830,21618,973,2,62,R,125000,2011,128,6.7,3000,1573712,A
233,98,406,406,860,136048,2609,5,700,R,30000000,2004,523,7.2,0,32774834,B
114,96,101,71,730,18762,1208,0,91,R,4000000,2005,394,6.6,708,1325073,A
69,86,89,511,986,14621,4073,2,48,R,4000000,2014,713,4.7,0,17314483,A
349,100,0,894,10000,158720,14168,0,744,PG-13,130000000,2013,943,4.9,37000,60522097,B
21,90,4,113,20000,2631,20814,5,26,R,40000,1999,467,7.6,0,277233,A
37,97,151,305,1000,1034,3021,2,10,R,200000,2012,1000,6.5,569,78030,A
14,98,102,360,563,1351,2628,0,11,,1500000,2015,485,6.1,212,105943,A
99,125,34,1000,16000,39105,21622,0,359,R,18000000,2001,4000,7.5,0,15561627,A
247,101,189,7000,15000,127571,39822,2,207,PG-13,55000000,2010,11000,6.3,0,98711404,B
304,132,607,259,1000,284252,2466,0,1058,R,8000000,1973,931,8,18000,204565000,B
152,83,26,801,10000,28513,11771,0,126,PG-13,3300000,2015,830,5.2,0,25799043,A
167,91,41,328,567,84209,2954,1,201,PG,26000000,2009,402,5.2,0,20819129,A
159,140,2000,552,15000,208817,17171,0,296,PG,62000000,1995,968,7.6,5000,172071312,B
153,74,58,729,3000,162331,5713,3,332,R,55000000,2003,864,6.3,0,104354205,B
110,97,0,117,378,14018,1173,1,190,R,1000000,2001,321,6.7,682,7022940,A
222,114,89,177,836,147317,2091,2,197,R,,2010,719,6.4,12000,60923325,B
162,98,24,67,381,28589,684,0,532,R,2500000,1982,128,4.6,0,14400000,A
34,103,272,70,736,1398,1403,4,26,R,14000000,2000,450,6.3,132,75078,A
196,119,610,716,834,89816,3637,0,347,PG-13,60000000,2003,780,6.3,0,53789313,B
50,100,12000,605,936,84824,4121,1,95,R,28000000,1987,901,6.4,0,153665036,B
37,89,2,651,799,14656,4291,0,90,PG-13,11000000,2001,711,6.3,0,13903262,A
143,111,906,906,1000,97838,6315,2,286,PG-13,45000000,1996,1000,7.6,3000,92001027,B
166,96,13,463,16000,62424,17416,0,90,PG,135000000,2013,881,6.5,13000,83024900,B
235,79,9,7,48,42256,67,1,916,R,500000,2003,10,5.7,0,30500882,B
17,94,78,469,912,806,3049,0,23,R,,2004,637,6.9,187,6879730,A
180,122,529,171,820,52894,1484,3,185,PG,22000000,2014,201,7.3,55000,54235441,B
97,98,425,397,11000,60910,12729,2,164,PG-13,70000000,1998,643,5.7,0,74329966,B
35,97,18,742,834,5463,4091,2,20,PG-13,7500000,2008,749,3.1,140,4131640,A
84,98,21,76,33000,30314,33441,0,159,R,1500000,2001,243,7.2,0,406035,A
102,325,517,678,12000,9830,14255,0,189,R,44000000,1980,849,6.8,1000,1500000,A
29,120,18,295,634,4501,1810,11,102,PG,5000000,2016,420,3.4,0,20773070,A
264,141,16000,539,11000,199056,12840,0,387,R,55000000,2008,963,7.8,14000,35707327,B
233,93,27,49,960,60062,1749,0,351,R,8000000,2008,664,5.9,0,17427926,A
174,185,14000,212,14000,865020,15233,0,1273,R,22000000,1993,795,8.9,41000,96067179,B
100,84,0,158,634,21379,1238,1,88,R,1500000,2007,328,6.3,0,173066,A
202,106,42,612,14000,58752,16922,0,117,PG-13,90000000,2015,788,6,21000,27356090,A
75,89,53,84,227,33850,534,0,147,G,12000000,1992,94,7.7,0,27281507,A
50,101,17,218,900,15814,1634,1,68,R,25000000,1996,246,5.4,503,14095303,A
94,98,129,221,749,13174,2214,0,81,PG-13,10000000,2011,252,7.2,0,1754319,A
134,129,395,313,18000,52972,19620,1,124,R,30000000,2011,1000,6.8,21000,537580,A
350,119,151,2000,20000,361924,40054,0,641,PG-13,150000000,2009,16000,6.7,0,179883016,B
32,87,0,153,1000,1622,1362,0,83,R,60000,1998,184,5.3,30,536767,A
82,86,8,357,2000,12160,3071,0,73,R,750000,2007,424,6.9,307,5518918,A
185,111,2000,244,17000,43709,18510,2,141,PG-13,70000000,2011,1000,5.3,0,48430355,B
302,117,0,521,11000,461609,13877,2,1168,R,28000000,1982,759,8.2,34000,27000000,A
38,85,0,503,1000,12218,2908,0,33,PG,25000000,2002,535,5.2,187,39880476,B
116,112,101,218,896,62584,2019,2,375,R,22000000,2005,561,6.6,0,36020063,B
251,113,129,1000,16000,149019,24106,2,666,PG-13,180000000,2007,6000,6.1,0,70083519,B
186,86,174,2,619,12983,971,0,139,PG-13,17000000,2016,350,6.8,0,54257433,B
41,80,9,826,17000,3926,21519,1,38,PG-13,,2005,2000,4,353,3101301,A
299,120,0,680,10000,293662,13581,0,836,R,65000000,2004,851,7.6,0,100003492,B
109,116,212,462,13000,34435,14780,0,346,PG-13,72000000,2001,658,4.5,886,32616869,B
516,115,0,12000,26000,536314,60059,1,738,PG-13,150000000,2011,20000,7,63000,181015141,B
321,125,252,10000,40000,101178,62837,1,779,PG,50000000,2014,11000,6,90000,127997349,B
79,97,13,695,11000,26893,13628,0,126,R,70000000,1998,893,5.8,815,19819494,A
146,99,167,460,655,75903,2394,1,109,PG-13,25000000,2014,521,6.2,0,134141530,B
222,115,13,642,20000,38202,38963,3,135,R,14800000,2015,17000,5.7,41000,66009973,B
93,99,26,650,720,15877,3327,5,102,PG,20000000,2007,669,5.9,590,25584685,A
121,116,44,420,593,76331,2908,4,269,PG,54000000,1980,467,6.8,0,108200000,B
233,109,453,120,1000,47498,1458,3,212,R,35000000,2014,206,5.7,10000,10499968,A
43,111,58,258,482,2618,1526,0,111,R,11000000,2007,362,5.8,411,1066555,A
136,102,0,216,898,181749,2103,4,615,R,230000,1994,657,7.8,0,3151130,A
177,100,12,311,419,99989,1412,3,255,PG-13,,2007,330,5.9,0,168213584,B
191,109,14,376,733,63390,2753,2,160,PG-13,12000000,2015,558,6.4,0,31990064,B
274,118,65,638,11000,173848,13943,1,203,R,40000000,2011,980,7.3,25000,57981889,B
295,122,446,600,23000,237872,33548,1,560,R,55000000,2007,8000,7.8,0,53574088,B
276,115,13000,588,40000,320284,57844,3,1361,PG,150000000,2005,16000,6.7,0,206456431,B
216,110,16,11,93,57996,146,0,349,R,12000000,2012,17,6.5,15000,70011073,B
112,126,18000,697,18000,47626,22745,1,118,PG-13,15000000,2007,2000,7.6,0,30226144,B
5,,8,394,713,548,3137,5,15,R,,2010,607,3.5,588,2592808,A
85,125,21,581,12000,33067,15811,1,134,PG-13,30000000,2006,2000,6.9,0,38432823,B
118,90,27,260,13000,52908,15494,0,102,PG,55000000,2008,2000,6.5,0,7871693,A
31,77,3,593,787,3851,2185,0,114,G,20000000,2006,690,2.8,346,7382993,A
88,90,56,56,126,4117,284,1,118,PG,40000,2001,76,7,0,110536,A
384,125,255,963,11000,447979,13312,6,629,PG-13,75000000,2013,988,7.3,105000,117698894,B
368,130,337,820,11000,135286,13960,1,261,PG-13,10000000,2012,1000,7.4,27000,21589307,A
159,116,153,165,275,33567,727,1,206,R,8000000,2005,247,7.4,0,22201636,A
26,88,0,46,539,4769,708,0,26,R,175000,1986,53,6.5,406,7137502,A
24,103,170,269,849,3803,2457,2,41,R,45000000,1997,623,4.9,68,2154540,A
179,90,37,1000,11000,74875,15710,1,115,R,5000000,2011,3000,6.4,11000,24809547,A
351,97,89,329,920,216581,2771,3,397,R,18000000,2014,798,6.4,21000,150056505,B
145,95,80,1000,3000,315549,8134,6,789,R,11000000,1999,1000,7,0,101736215,B
462,132,475,530,640,212204,1873,1,738,PG-13,263700000,2012,632,6.6,24000,73058679,B
10,107,116,25,327,15730,552,1,31,PG,14000000,1991,172,6.7,0,34793160,B
49,96,6,14,40,4663,99,2,40,R,2300000,1989,30,5.1,321,792966,A
70,99,287,44,10000,26051,10469,2,164,PG-13,40000000,1996,368,4.4,0,27663982,A
48,99,220,599,812,6921,3337,3,48,R,12500000,1996,787,6.6,344,1227324,A
245,108,425,766,20000,168717,22739,1,178,R,25000000,2011,962,6.2,24000,70625986,B
31,81,0,542,560,11399,2238,0,131,PG-13,3000000,2001,555,5.2,0,3293258,A
92,236,0,232,933,186485,2398,1,382,PG-13,22000000,1990,839,8,0,184208848,B
91,104,10,93,715,18792,1315,0,153,R,5000000,2003,436,6.6,1000,1056102,A
44,82,6,345,759,6808,2197,0,38,G,23000000,2001,563,6.5,227,36696761,B
63,110,44,85,8000,550,8972,0,3,R,,2016,691,7.8,599,560512,A
92,121,72,343,1000,57958,2747,1,345,PG-13,26000000,1998,794,7,0,65703412,B
204,117,221,503,11000,172878,16325,1,203,PG-13,80000000,2011,3000,6.4,19000,103028109,B
155,116,101,79,889,185878,1711,1,481,R,51000000,2000,624,6.5,0,90567722,B
127,105,248,147,673,34098,1442,1,214,R,7500000,2002,466,7.2,1000,10460089,A
168,121,274,157,273,35066,993,4,196,PG-13,120000000,2010,216,5.3,0,30212620,B
24,69,383,191,912,61753,1833,0,133,G,12500000,1988,320,7.3,5000,48092846,B
104,101,0,764,12000,54021,15935,0,227,R,50000000,1996,898,5.7,0,25407250,A
232,121,549,883,11000,60115,24248,2,224,R,,2007,9000,7.2,0,6777589,A
181,112,13,799,5000,17533,8306,,115,PG-13,135000000,2016,833,6.3,12000,81638674,B
10,92,22,0,2,1153,2,0,15,G,19000000,1993,0,5.7,238,2119994,A
146,90,31,179,210,19586,676,1,109,PG-13,18000000,2013,193,4.4,4000,10494494,A
73,105,34,642,1000,15052,4369,1,116,PG-13,35000000,2004,681,5.2,484,20422207,A
307,95,480,490,21000,272789,23018,3,285,R,65000000,2010,561,6.6,25000,100448498,B
265,116,285,107,12000,189806,20233,2,316,PG-13,100000000,2010,8000,6.7,16000,119219978,B
104,94,189,597,3000,75152,7014,15,288,PG,40000000,2003,2000,5.8,0,138614544,B
58,84,12,334,1000,12676,2297,2,84,PG-13,13200000,2014,345,5.6,0,52543632,B
521,130,198,884,10000,317542,14363,0,620,PG-13,170000000,2014,2000,7.6,45000,208543795,B
105,106,287,767,16000,68428,19610,0,148,PG-13,50000000,1990,823,6.3,0,41482207,B
235,91,49,20,72,31952,174,0,372,R,4000000,1982,31,5.7,0,36200000,B
133,103,30,727,963,29523,3150,2,121,PG-13,58000000,2009,935,4.7,0,29580087,A
4,92,4,12,93,1123,168,0,31,PG,400000,2010,31,5.1,638,425899,A
85,102,323,241,845,101411,1815,1,546,R,85000000,1999,372,6.6,0,32694788,B
192,90,44,729,12000,64646,16004,2,105,R,18000000,2009,904,6.5,0,15281286,A
445,103,0,588,852,202800,3030,1,752,PG-13,1500000,2010,618,6.8,60000,53991137,B
175,111,98,71,2000,124501,2978,1,154,PG-13,30000000,2008,805,6.1,0,76806312,B
43,86,3,513,643,4407,2864,1,75,PG,375000,1997,606,7,672,617172,A
75,98,61,83,649,10018,1400,1,108,PG,32000000,2005,579,6.9,0,32701088,B
224,128,386,203,19000,29282,36337,1,105,R,28000000,2013,17000,6.2,11000,3254172,A
106,87,79,218,608,67992,1770,0,327,R,5000000,2002,362,6.6,0,64267897,B
125,93,11000,484,3000,81888,5390,2,254,PG-13,48000000,2000,575,6,0,37879996,B
478,121,777,219,455,196217,1467,2,461,R,30000000,2015,221,7.6,59000,46875468,B
271,86,365,522,934,101287,2714,0,260,R,750000,2012,830,7,31000,4007792,A
99,95,0,323,13000,18404,14706,1,150,R,50000000,1999,559,5.9,0,27067160,A
161,89,7,399,919,49721,2559,0,211,R,15000000,2007,557,5.1,0,20801344,A
86,85,21,782,931,16300,3819,0,217,PG-13,8500000,2002,855,5,720,28563926,A
42,108,232,353,10000,15885,11459,4,78,R,3300000,1996,721,6.9,0,2961991,A
140,100,126,925,19000,72867,25206,2,120,PG-13,75000000,2010,1000,5.4,0,47000485,B
211,80,0,3,50,168398,65,0,492,R,2700000,2004,8,8,13000,5792822,A
330,101,176,282,11000,245621,12406,1,514,PG-13,110000000,2010,702,6.4,23000,118311368,B
120,87,0,8,309,143086,352,1,211,G,1500000,1936,8,8.6,0,163245,A
159,110,118,287,11000,28618,12876,2,91,PG-13,40000000,2015,1000,6,11000,5773519,A
223,120,365,723,887,105446,3876,0,321,PG,10700000,1982,770,7.4,11000,76600000,B
398,103,33,84,970,75176,1336,3,252,PG,45000000,2011,91,7.1,26000,88625922,B
148,90,2,807,16000,24969,19952,0,258,PG-13,20000000,2006,1000,4.7,0,20259297,A
66,82,32,128,968,1389,2046,0,22,R,60000,2011,407,5.6,0,40557,A
533,100,421,159,314,112899,1062,0,631,R,2000000,2014,189,6.9,45000,14673301,A
110,127,11000,116,306,31414,796,0,180,R,13000000,2011,164,4.3,0,301305,A
304,132,304,898,15000,87665,20035,0,323,PG-13,30000000,2013,1000,7.2,41000,116631310,B
408,117,248,726,14000,203111,16606,1,755,R,25000000,2011,798,6.8,32000,51533608,B
258,94,132,317,26000,83097,27759,2,134,R,30000000,2012,828,6.5,12000,17120019,A
29,79,2,551,855,3806,2489,2,49,PG-13,1000000,2003,577,6.1,150,279282,A
69,90,25,138,231,3675,771,1,48,R,400000,2006,200,7.1,426,1689999,A
155,97,7,939,8000,40305,10517,1,86,R,5000000,2010,981,6.4,0,2711210,A
192,140,36,336,669,124242,2114,1,622,R,33000000,2004,403,6.5,4000,33682273,B
194,141,14000,3000,29000,525801,48153,0,667,PG-13,52000000,2002,15000,8,15000,164435221,B
93,108,79,268,650,62271,1569,1,277,PG-13,116000000,1997,293,5.8,0,67155742,B
171,146,12000,451,18000,266310,20454,2,690,R,70000000,2004,992,7.7,14000,77862546,B
86,130,39,534,2000,16673,5162,0,45,PG,40000000,2008,898,7.3,0,9589875,A
49,101,3,826,14000,5936,17665,0,91,R,10000000,2000,1000,5.7,242,1631839,A
487,94,0,559,13000,237848,27911,2,377,PG-13,16000000,2012,13000,7.8,71000,45507053,B
94,95,58,3000,14000,30255,27351,1,118,PG,45000000,2005,8000,5.6,743,52580895,B
59,91,13,292,452,14904,1760,2,147,PG-13,8000000,1999,442,5.7,0,17843379,A
198,92,394,527,693,219501,2574,0,1236,PG-13,93000000,2001,595,5.9,0,181166115,B
128,108,11000,922,11000,25165,14843,2,155,R,18000000,2003,944,6.4,827,3203044,A
98,85,0,82,11000,36144,11301,0,91,PG,60000000,2003,102,6.7,880,26288320,A
18,80,0,0,0,260,0,0,2,,150000,2014,0,7.1,116,5858,A
345,120,0,160,3000,208422,3632,0,342,PG-13,85000000,2008,169,7,3000,75754670,B
126,90,9,595,710,26407,2655,0,154,R,500000,2004,634,7.3,1000,603943,A
133,127,446,898,11000,125421,13433,0,385,R,24000000,1999,1000,7.3,0,28871190,A
116,186,50,338,13000,12053,14638,1,119,R,14000000,2011,1000,6.5,0,46495,A
76,99,272,62,1000,26390,1189,1,176,PG-13,40000000,2004,87,4.8,713,12181484,A
89,132,545,807,919,22447,4796,1,210,PG-13,48000000,2001,811,6.4,0,29781453,A
234,100,64,329,11000,34258,19420,2,178,PG-13,30000000,2012,7000,6.3,0,63536011,B
275,120,91,680,4000,97664,5826,2,232,R,35000000,2013,904,5.7,17000,134455175,B
62,121,272,227,49000,98348,50141,1,131,R,13000000,1987,263,7.3,0,123922370,B
584,139,0,687,11000,136367,13021,0,975,PG-13,32000000,2011,1000,6.7,39000,13303319,A
74,98,41,900,13000,45775,18085,5,112,PG-13,40000000,2004,2000,5.5,462,16323969,A
76,114,92,436,940,10791,3565,3,39,PG-13,35000000,2008,706,5.3,464,42168445,B
119,97,164,308,436,30643,1172,3,144,R,15000000,2003,324,6.7,622,12212417,A
252,37,0,199,634,113451,1347,0,537,X,3600000,1987,328,7.8,0,5923044,A
44,105,0,394,745,12672,1986,1,60,R,5000000,2014,508,7.5,0,37440,A
36,96,197,115,580,60494,1275,0,132,PG,28000000,1993,336,6.7,16000,39514713,B
415,113,181,300,33000,173530,34738,3,264,R,60000000,2013,301,6.7,40000,45996718,B
10,82,0,0,0,40,0,1,10,,500000,2014,0,6.8,44,21199,A
121,82,82,418,1000,52052,3266,6,173,PG-13,35000000,2008,642,4.5,0,25871834,A
47,101,0,158,854,17997,1860,1,140,R,50000000,1994,643,4.4,812,38590500,B
371,94,0,99,432,65299,1010,,455,PG-13,5000000,2015,309,6.2,27000,65069140,B
669,108,0,1000,20000,551363,38072,1,1140,R,13000000,2010,15000,8,106000,106952327,B
226,96,460,73,14000,56264,14372,2,166,R,11000000,2009,153,6.3,0,3074838,A
124,112,0,177,805,46396,1466,0,287,R,18000000,1997,223,7.5,0,7837632,A
113,113,39,477,1000,40362,3341,0,248,R,50000000,2001,912,6.3,970,54997476,B
79,102,91,434,1000,26755,3037,3,104,PG,26000000,2003,934,5,542,47285499,B
181,97,33,229,496,21746,994,1,93,R,1000000,2008,238,7.2,0,2508841,A
123,109,29,91,779,25558,1297,2,221,PG-13,30000000,2001,240,6.1,0,10965209,A
14,100,0,489,946,1255,2386,5,9,PG-13,,2012,719,6.3,660,10443,A
144,121,541,680,920,190786,2880,4,539,PG-13,100000000,1995,710,5.4,0,184031112,B
27,225,126,202,940,6484,1934,6,100,G,20000000,1965,208,6.6,1000,8000000,A
733,143,0,748,15000,548573,20495,0,2536,PG-13,225000000,2013,3000,7.2,118000,291021565,B
63,109,36,579,3000,6276,7833,0,55,PG,13000000,2016,3000,6.8,16000,61693523,B
53,92,39,458,3000,56168,4518,0,103,PG,55000000,1997,562,5.4,5000,105263257,B
216,128,241,898,11000,66511,16911,0,200,PG-13,40000000,2013,3000,7.5,28000,95001343,B
276,104,301,71,18000,139423,22194,0,698,PG-13,80000000,2008,4000,5.5,0,79363785,B
118,98,295,380,720,136580,2630,0,545,R,23000000,1994,581,7.6,15000,50693162,B
93,91,83,794,3000,7199,7875,0,53,PG-13,8495000,2015,1000,4.5,0,1712111,A
218,109,101,839,13000,97045,16179,1,285,PG-13,35000000,2014,899,5.7,55000,86208010,B
120,94,11,2,37,42389,42,0,183,PG,,2008,3,7.9,37000,4417124,A
8,90,18,422,491,377,2633,3,13,R,,1997,490,5.6,17,5494,A
190,123,488,2000,5000,58658,12700,0,495,PG-13,57000000,2005,4000,6.4,0,26838389,A
55,109,78,619,854,9424,3394,1,109,PG-13,10000000,1985,841,6.9,0,33000000,B
241,130,386,525,912,55901,2856,0,503,PG-13,70000000,2006,549,6.5,0,103338338,B
93,75,0,677,4000,8693,6863,3,71,PG,47000000,2006,769,4.5,261,15519841,A
42,124,11000,563,11000,13692,12685,0,55,PG,15000000,1989,860,6.4,877,10763469,A
53,152,541,288,773,5294,2888,2,67,Approved,3800000,1965,575,6.8,251,14873,A
161,102,0,555,3000,21672,5592,10,93,R,12000000,2014,966,6.5,0,25277561,A
31,111,589,51,589,12399,916,0,382,PG,100000,2006,150,6.7,0,10174663,A
88,107,234,442,947,10896,2747,0,57,R,,2007,530,6.9,415,402820,A
159,98,377,844,1000,5465,5041,1,37,R,,2009,887,6.5,0,278821,A
207,134,123,567,14000,183909,17159,0,666,PG-13,105000000,2004,850,6.7,0,57637485,B
85,111,57,438,1000,31984,3239,1,154,PG,,2004,530,5.9,0,28165882,A
5,93,18,181,400,6701,1151,0,26,PG,20000000,1994,220,4.3,444,11784000,A
29,124,8,232,508,5427,1660,1,51,R,20000000,1998,270,5.5,0,37672350,B
68,102,212,195,10000,2705,11083,0,38,R,1300000,1987,633,5.9,314,354704,A
253,113,395,77,8000,186977,8362,1,529,PG-13,38000000,2006,189,7.6,13000,40137776,B
172,93,0,133,355,73501,837,0,333,R,4000000,1988,151,7.3,27000,13008928,A
270,109,175,733,24000,101977,26625,3,161,R,25000000,2012,736,6.5,0,66489425,B
233,131,323,541,25000,592582,40585,0,722,R,28000000,1988,13000,8.2,25000,81350242,B
201,114,84,338,22000,32188,23770,0,127,R,,2007,929,7.2,0,6610326,A
8,100,322,534,851,3924,3190,2,26,R,10000000,1994,543,5.8,368,29392418,A
228,89,77,159,490,54101,1367,0,210,PG-13,50000000,2014,298,5.8,15000,47553512,B
93,101,26,266,838,57140,1812,0,195,R,15000000,1996,328,6.2,6000,24881000,A
121,105,163,338,1000,30058,2505,2,236,PG-13,33000000,2003,409,5.5,800,132541238,B
24,100,98,604,1000,4052,3250,1,88,R,12000000,1998,849,6.6,242,12902790,A
33,88,29,117,499,2735,1141,0,52,R,1000000,1998,230,6.1,157,21210,A
62,90,68,642,17000,14280,32814,5,41,R,15000000,2011,14000,5.1,0,28870,A
203,102,77,120,14000,85833,14552,2,113,PG,100000000,2013,151,6.7,17000,107515297,B
238,109,87,923,15000,270228,20956,2,194,R,35000000,2011,3000,6.6,41000,55802754,B
28,117,162,745,2000,5841,4351,0,57,PG-13,25000000,1998,878,7.2,942,777423,A
111,105,13000,658,40000,357581,42330,0,588,PG-13,20000000,1990,967,7.9,16000,56362352,B
81,98,11,107,966,61966,2018,2,207,PG-13,60000000,2002,680,5.3,797,50189179,B
79,121,101,202,673,60573,2027,0,248,PG-13,160000000,1997,368,3.7,894,48068396,B
46,86,7,17,328,3562,407,0,74,R,500000,2000,27,6.5,0,1114943,A
220,119,0,593,908,36372,3226,0,491,R,15000000,2009,764,4.9,3000,33386128,B
87,92,2,5,783,11283,1447,0,155,PG,1000000,2006,659,7.7,0,1677838,A
322,137,11000,465,769,103589,2938,0,351,PG-13,65000000,2014,698,7.2,35000,115603980,B
47,107,956,113,10000,6782,10368,1,114,R,14000000,1999,233,6.6,860,4741987,A
156,103,189,949,2000,54242,4662,8,145,R,19800000,2014,1000,6.6,14000,34290142,B
156,98,0,900,26000,43006,28867,5,460,R,28000000,2001,1000,4.9,0,8434601,A
92,104,165,944,1000,55749,4294,1,257,PG-13,48000000,1998,967,6.1,0,46611204,B
98,96,165,566,12000,36914,14978,1,86,R,35000000,2012,774,5.5,0,183125,A
153,88,92,636,31000,50337,34319,8,177,PG-13,20000000,2013,881,3.5,13000,32014289,B
39,88,0,49,342,774,483,0,7,,500000,2012,79,7.1,590,151389,A
140,101,46,902,33000,41249,39515,2,67,R,,2010,4000,6.3,0,578382,A
285,126,729,284,912,149966,2170,0,835,R,12000000,2004,306,7.5,0,71502303,B
127,105,386,248,3000,24977,4238,2,229,R,3500000,1998,258,7.5,0,6390032,A
241,114,29,616,956,67822,3861,0,279,R,15000000,2009,878,6.6,0,32721635,B
133,103,6,935,7000,5863,9660,0,25,PG-13,7000000,2015,1000,6.5,0,532988,A
141,124,0,580,22000,101899,32871,0,445,R,68000000,2001,10000,6.8,0,71069884,B
76,98,48,722,21000,14888,24664,0,83,PG,50000000,2006,936,4.4,747,61112916,B
15,85,0,0,66,131,66,0,13,Unrated,200000,2004,0,7.2,30,381225,A
20,128,11,553,665,465,4579,0,3,PG-13,,2010,664,6.7,503,82739,A
230,129,0,277,18000,273108,19148,2,646,R,45000000,2006,412,7.6,0,88504640,B
77,98,3,327,349,8697,2095,3,122,PG-13,1700000,1999,347,6.3,374,1943649,A
117,147,179,646,40000,225122,56014,2,234,R,35000000,1997,14000,7.8,0,41954997,B
226,106,44,552,33000,114762,34351,1,299,PG-13,12000000,2007,730,7.4,19000,5949693,A
68,124,107,865,1000,14322,5135,0,116,PG-13,15000000,2000,886,7.2,0,27441122,A
156,101,79,218,608,47794,1787,1,81,R,20000000,2010,362,7.1,0,117224271,B
37,89,0,323,690,9104,2135,2,112,PG-13,4000000,2006,400,3.1,110,15655665,A
208,107,561,353,746,53471,2377,3,224,R,15000000,2012,561,5.4,29000,15608545,A
284,142,0,4000,20000,464310,42990,3,3516,PG,115000000,2002,16000,6.7,0,310675583,B
190,96,163,448,723,111087,3492,0,319,R,10000000,2007,651,5.9,0,63270259,B
