num_critic_for_reviews,duration,director_likes,actor3_likes,actor2_likes,actor1_likes,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,title_year,imdb_score,movie_facebook_likes,gross,class
148,134,12093,9275,12780,95112,55329,36859,499,3000000,1998,7.8,0,3000000,A
276,141,379,1902035,204725,29007701,136973,30183,275,50000000,2014,7.4,47000,47105085,B
288,107,15716,418,1655,43068,41574,2440,145,12000000,2012,6.6,0,7918283,A
478,128,300957,18493239,7673,1313871,980946,59558,2685,150000000,2005,8.3,15000,205343774,B
111,113,76,77829,117,898138,35718,1310,317,18000000,2003,6.7,0,43601508,B
1,110,614,1019,508,0,27,5,1,1200000,2013,7.2,75,3830,A
229,93,418,8073,12025,3568,157051,2043,261,12000000,2012,6.7,29000,54724272,B
140,101,560,3820,410783,86679,41249,39515,67,,2010,6.3,0,578382,A
276,91,138416,397,3674,16512340,39764,34705,148,21000000,2011,6.7,17000,958319,A
19,103,307,116,310,21943,3665,1201,39,5000000,1992,6.8,247,1100000,A
44,105,25122,0,363277,5323,12672,1986,60,5000000,2014,7.5,0,37440,A
29,79,35,505,2305,68556,3806,2489,49,1000000,2003,6.1,150,279282,A
393,112,31529,5853,199,706552,273921,12687,522,60000000,2010,7.5,36000,31494270,B
223,91,2536,2344,314,571505,29967,1136,126,7000000,2010,6.3,0,7455447,A
82,93,35400,1539176,511,15739,7988,1467,71,3000000,2012,5.3,0,200803,A
185,118,300956,4822,3279,840620,218771,15658,651,46000000,2002,7.2,0,67263182,B
117,101,28572,7608,15832,2013,36431,2177,168,50000000,2005,4.7,1000,66002004,B
146,135,1,1789,1366,1096033,41685,5917,754,40000000,2005,7,3000,29077547,A
179,93,230258,6919,2678,850943,134458,15716,640,9000000,1998,7.7,5000,17096053,A
117,119,1328,172,0,1179,27536,358,327,8500000,2000,6.7,1000,6047856,A
87,90,88,3903,12780,51196266,80639,25190,237,80000000,2000,5.3,0,39442871,B
23,91,378,18089,39202317,842153,2941,16118,11,10000000,2009,5.5,370,19348,A
29,97,21038,23052,7837,20027,22748,2530,41,25000000,1997,6.1,666,41067398,B
254,102,2755407,753,10584,707385,31089,43810,261,3000000,2014,5.4,20000,1821983,A
123,116,4600,4539,4375282,45723321,53057,43887,457,80000000,2003,5.6,0,19480739,A
326,133,258,237884,13138,1616426,249688,10565,548,12000000,2014,7.8,93000,124868837,B
85,106,1156,514,593,314353,22649,18630,131,21000000,2001,6.3,0,40219708,B
72,93,165,355884,17850051,505,38399,1874,218,36000000,1997,6.9,0,50129186,B
50,103,1441,1085,15566,10590,31817,3143,117,26000000,1996,6.2,0,105444419,B
232,99,791,1499,1031,1207,65037,2323,273,80000000,2007,5.9,0,15071514,A
37,120,1,337,199,3904,200077,7860,189,18000000,1992,6.6,0,173585516,B
22,98,233,1106,1231,4521,3943,1806,49,3000000,1993,5.3,217,3902679,A
325,94,3512,7267,660210,7042487,64682,10575,203,12000000,2011,6.3,0,16300302,A
107,93,334,3099,6267508,1861573,37952,27646,298,5000000,2002,6.5,938,14015786,A
118,119,57652,182,6125,17097814,176169,29461,548,50000000,2000,6.6,0,39778599,B
168,105,26715,25649,5521,1764,59805,1006,95,26000000,2013,6.4,0,30659817,B
199,95,1234,7936,460022,164612,181225,47203,784,33000000,1999,6.6,0,205399422,B
52,114,1886,2992,8850,1076,3740,1778,61,34000000,2000,5.6,314,6543194,A
434,169,17919,3820,400566,3095347,240396,29991,2367,209000000,2006,6.1,0,200069408,B
77,86,1,2762756,13605,121467,9682,5393,38,30000000,2011,4.8,0,10134754,A
114,96,2712,373154,4686,5755,18762,1208,91,4000000,2005,6.6,708,1325073,A
122,99,72,1195,860,37825,29239,1936,70,,2009,7.2,0,2277396,A
81,97,91,5239,40976,2890829,27689,20312,74,10000000,2007,6.5,1000,11043445,A
56,139,1691877,48,2034,4910,36267,1068,150,30000000,1993,7.2,0,32000000,B
125,93,18194,1434365,468,21792,81888,5390,254,48000000,2000,6,0,37879996,B
95,117,543,3498,5579,759012,55913,14831,182,,1997,6.9,0,27779888,A
12,105,-1,0,0,0,285,0,8,,2002,4.7,51,247740,A
57,92,960,332,1050,801,1324,1329,37,1100000,1987,5.9,241,1400000,A
94,97,185,578,21763,2638,22243,2730,144,25000000,2004,4.6,686,31526393,B
425,92,815,737,346,1649,66483,1122,452,3500000,2015,6.8,43000,25138292,A
141,78,0,332,8040,115137,128285,2039,297,100000000,2000,7.3,0,89296573,B
119,97,36272,734,638,892,30643,1172,144,15000000,2003,6.7,622,12212417,A
162,101,1545,3540,5497,7158,782437,3858,1420,7500000,1998,8.6,35000,6712241,A
250,118,898,427102,45327,6302132,174578,26683,534,175000000,2009,5.8,0,150167630,B
27,85,593,2431,39,6267509,7690,14656,68,6500000,2004,6.7,376,70527,A
106,83,603568,6865,78562,958144,116625,6454,469,13000000,2000,5.5,0,46729374,B
36,98,72034,109,504,186,6375,388,36,25000,1995,6.6,265,10246600,A
133,84,145,0,4751,10232149,17169,10123,70,6000000,2012,5.5,9000,5895238,A
122,111,1337,5263,62725,1300434,96129,34106,488,7000000,2001,7.4,5000,6200756,A
299,120,59127,16561,7706512,11648612,293662,13581,836,65000000,2004,7.6,0,100003492,B
218,109,646,139346,10288,850944,97045,16179,285,35000000,2014,5.7,55000,86208010,B
50,107,33,805,3648,5727,42614,1747,120,13000000,1988,6.8,0,44726644,B
135,101,2240,3367,3501,759012,30339,13811,268,31000000,2001,6.9,0,24185781,A
232,131,6273687,291,1049,66773,78974,3479,141,30000000,2012,6.2,11000,28644770,A
99,125,160,762,6062,17232550,39105,21622,359,18000000,2001,7.5,0,15561627,A
170,100,18194,2088,5768,1298023,76770,12258,203,60000000,2009,4.9,0,43337279,B
198,113,841,22745,103321,51196265,156348,13446,380,90000000,2008,5.5,0,100018837,B
213,102,1135,12954,37672,3854,291875,2509,533,2800000,1939,8.1,14000,22202612,A
165,108,391903,2762754,514543,92351,219091,23296,592,19000000,1996,7.3,12000,25753840,A
91,105,281,15877,6080,74415,41273,4813,136,20000000,2010,5.8,0,25677801,A
152,124,763,745,916,14973,63067,2583,533,50000000,2002,6.7,0,52752475,B
94,95,221,204725,10232142,8208496,30255,27351,118,45000000,2005,5.6,743,52580895,B
161,125,18582,17,19073,18783,9727,8876,65,4825000,2009,7.2,0,1110286,A
139,105,281,1975,548,192333,21176,5740,107,25000000,2012,6.1,0,77264926,B
43,93,42,17217,240863,314351,49680,20188,117,20000000,1991,6.2,0,38037513,B
98,114,2194,40,296,7821,44979,679,298,30000000,2004,7,0,12831121,A
97,98,58459,191,5312,220877,67653,816,108,23000000,2008,6.2,0,58006147,B
218,92,1858422,2165,3903,148965,58967,2717,169,15000000,2009,7.2,10000,5306447,A
88,76,1233,577,78797,236,4423,132,57,300000,2006,6.7,594,255352,A
93,119,3312,266,363277,174571,30890,2052,106,50000000,2004,6,718,37486138,B
148,114,1279695,413,2002,6746,87331,50927,364,30000000,2007,7.5,18000,31655091,B
42,94,148,25995,17726,7713733,11011,4484,78,6500000,2008,4.6,422,4693919,A
155,107,675,28908,6742593,11404,90539,3106,379,45000000,2000,5.6,0,60786269,B
103,97,8,19418,51986,314356,22220,18688,181,33000000,2000,5.3,463,28927720,A
183,89,746,2792,55447,6606,31915,5056,159,5000000,2014,4.4,18000,50820940,B
112,112,1691878,5,28013,3129435,67797,23737,223,500000,1973,7.4,0,32645,A
171,135,642335,883,5434,2043,139288,1591,339,19400870,1977,7.7,0,128300000,B
71,149,3977,5768,5225825,3095348,99558,31349,236,40000000,1996,7.4,0,108706165,B
29,86,286,3957,4735,25357,2971,2655,85,10000000,1997,3.5,89,15447,A
218,103,101,3355,167032,88063,47968,5497,154,58000000,2015,6.4,35000,80021740,B
199,122,54958,3490,11576,146169,23696,21163,135,25000000,2010,7,0,11538204,A
49,84,119,7411697,151505,19047,8265,4815,20,3000000,2009,5.9,545,10017041,A
228,113,1129,1960,1008,5039,106446,764,227,155000000,2010,6.3,11000,104383624,B
140,154,92350,7346,55262,3129432,239540,25522,462,12000000,1997,7.5,0,39647595,B
81,140,9615,41140,950,75501645,188116,11951,415,90000000,1998,7.3,0,111544445,B
111,94,287,5400,390433,1189776,32002,20154,103,15000000,2010,6.2,0,64001297,B
265,108,32734,2128,13665,3291,129719,4500,855,15000000,2006,6.4,0,41777564,B
70,87,4104,149607,3674,3262,14637,3243,100,24000000,1999,6.2,619,16290976,A
22,88,40,371,11476,2299,1194,1546,8,15000,2009,6.2,324,76382,A
198,101,212,36968323,840628,3129432,73368,38809,248,60000000,2008,6,0,40076438,B
283,129,2164,2313,643,7367334,81298,15595,341,40000000,2011,6.9,39000,31836745,B
114,164,1691878,1215,1808,1833,39680,1934,308,7000000,1988,7.6,0,8373585,A
95,98,100,108584,304,1684,334,196,17,,1996,6.9,43,22434,A
162,95,65,6255,1298022,2531473,32512,27575,86,12000000,2012,6.3,0,65804,A
125,123,7486,759868,46379,31990,87351,43917,344,34000000,2001,6.1,2000,66808615,B
196,113,9663,1107,582,2439,240241,1441,391,65000000,1990,7.5,0,119412921,B
114,116,168,22333,3143,314353,260981,20966,373,25000000,1994,7.2,0,121248145,B
172,92,1,0,140,1189776,44130,18765,156,12000000,2008,5.4,0,31397498,B
86,96,59,13598,372,4256,4303,1780,35,20000000,2016,7.1,0,28876924,A
382,106,742282,251,17221,759868,70838,11454,208,85000000,2012,5.6,18000,64933670,B
184,126,2503,3282,5959,4375101,51892,19769,273,140000000,2016,5.5,24000,31141074,B
93,116,1077,164,50,485,15352,3845,199,27000000,2002,6,0,69586544,B
99,85,574,84,2710,647675,19986,4289,186,1200000,1999,6.6,0,2199853,A
11,89,34,950,3039099,2635,2870,3291,34,8000000,1999,5.1,77,4692814,A
122,107,590,2179,1217,553,12276,389,117,20000000,2016,6.3,21000,36874745,B
197,134,267,2887,8533,463102,681857,13649,647,32500000,1983,8.4,14000,309125409,B
281,99,1543268,163,10973,79674,83182,14816,247,7000000,2009,7.6,16000,9166863,A
60,114,174582,2126055,14467,11648636,57363,12097,308,10000000,1983,7.2,10000,25600000,A
56,90,27,15524,13118,3102062,24038,3007,123,14000000,2003,4.6,411,15549702,A
61,87,7133,568833,5062,10060,19079,2911,122,30000000,2001,5.4,602,64172251,B
49,92,1117093,904279,3002628,6267503,28805,12687,159,13000000,2002,5.9,1000,28972187,A
118,141,21591,8391,548,7657,17373,1618,148,23000000,2004,6.2,767,16123851,A
206,108,6933,3492,24195080,6746,132501,70996,548,100000000,2006,6.5,0,197992827,B
100,95,774400,8264,32907137,3490,21268,3651,53,10000000,2008,5.2,518,7563670,A
21,81,319,3290,9235,319,2770,1431,32,100000,1987,7,471,5228617,A
86,84,5667,4692263,14847,4498256,23747,5039,207,40000000,2004,4,0,21176322,A
576,136,2224,49420,6836935,1300434,496749,36188,742,170000000,2014,7.8,55000,259746958,B
90,91,26715,233471,2792,11576,23072,1564,89,35000000,2015,5.4,0,10214013,A
166,99,329,9170,58465,24195048,155532,25942,543,80000000,2001,6.5,0,69772969,B
297,108,18996,10612,1173,16596,79909,3215,279,5000000,2015,7.1,15000,43771291,B
138,105,895,13963,5777750,3129434,34985,37766,135,22000000,2010,5.4,0,1796024,A
66,104,413,1814,2107,20618399,19412,1854,308,22000000,2001,2.1,0,4273372,A
19,93,698,1176,1953548,1309,1721,987,38,3500000,1998,3.9,280,10305534,A
20,128,1436,3655,43068,93977,465,4579,3,,2010,6.7,503,82739,A
103,116,3312,7120,1837300,759867,74274,12790,255,70000000,1999,5.5,0,152149590,B
149,152,30469,15806,6267509,95112,207287,36897,822,60000000,2000,7.9,15000,32522352,B
73,96,14461,186,2932,291,11520,977,105,30000000,2003,5.6,625,14208384,A
153,92,5,85170,8018,877947,60230,19963,118,132000000,2014,6.7,11000,83348920,B
55,128,2447,380,9275,2429172,36587,3888,95,55000000,1994,6,0,83000000,B
180,122,5101,1330868,19855,38828,52894,1484,185,22000000,2014,7.3,55000,54235441,B
15,113,21591,24642,10061,5198,1761,3072,19,11000000,1995,6.2,174,2832826,A
300,135,46944,410781,9446346,31990,411164,43388,1303,200000000,2004,7.3,0,373377893,B
116,162,3283,0,762,79674,142067,15912,457,27000000,1996,7.4,0,78651430,B
250,111,106839,129,266,18783,69569,6748,436,15000000,2007,6.5,0,1294640,A
204,144,187954,542,3860,468,47764,3580,219,50000000,2016,7.4,44000,52822418,B
388,131,9372,1953,3041,1918011,332065,11114,876,15000000,2008,7.6,16000,15700000,A
74,129,257881,46,3968,1551957,1758,26176,30,13500000,2015,4.5,0,186354,A
101,92,138,71,294489,21793,12399,6327,84,35000000,2010,3.8,0,17596256,A
300,134,55634,5097,468,246,64989,2676,279,40000000,2016,7.8,40000,102310175,B
257,98,120,64219,576390,3432584,150618,43286,195,135000000,2013,7.3,28000,187165546,B
119,93,442,0,2256038,806947,28629,30134,113,20000000,2012,4.9,0,3749061,A
76,136,3418,157899,731691,46377,96385,12226,119,70000000,1997,7,0,37901509,B
168,102,105,1091,1366,245075,16645,11184,72,2000000,2015,6.9,0,1477002,A
97,108,5568,1888,78562,4539,83786,4251,392,38000000,2002,6.1,0,127214072,B
94,105,355,12,2439,5390,126464,3464,175,14000000,1984,7.3,0,234760500,B
98,104,1077,1417,18089,3490,16831,2453,54,22000000,2008,5.8,687,20668843,A
323,106,27,12530,86382,8208494,110616,18645,291,3500000,2010,7.1,16000,20803237,A
25,106,10471,1306663,0,7935,17443,519,56,40000000,1992,6,694,45500797,B
171,146,9615,28865,5978,4065913,266310,20454,690,70000000,2004,7.7,14000,77862546,B
27,92,1,201,613,3661,1768,1891,37,10000000,1987,5.6,208,3060858,A
46,124,1129,272843,5497,6255,12974,2667,84,,1980,7.5,0,79900000,B
222,107,1897,1644,65766,471,142496,662,399,85000000,2007,7.1,0,127706877,B
47,90,50827,4576,3257,5304,5699,862,40,2500000,2008,5.9,0,75727,A
217,105,2593,192334,1861574,157257,88035,42473,201,26000000,2009,7.1,10000,28501651,A
50,122,10133,8677,2426,2438298,17068,1164,215,500000,2008,6.5,0,33451479,B
107,88,1428,369,59,3138115,26236,137712,110,27000000,2009,5.7,0,15988876,A
162,63,197,40092,1402,15961,15600,1002,55,30000000,2011,7.3,0,26687172,A
65,110,221,413243,440601,43442305,7894,3177,25,20000000,2013,5,0,8888355,A
270,97,7618,7255,110,18783,30325,6322,96,10000000,2014,6.3,0,7574066,A
245,124,28814,5607,6286,95112,55842,24732,274,21000000,2008,7.5,13000,3081925,A
283,104,13656,4,623,3419074,99430,517,182,8000000,2013,7.4,43000,16168741,A
74,124,5858,126753,1353,5895823,96096,15229,172,70000000,1993,6.4,0,84049211,B
97,99,81,13827,51265,6836934,80305,15369,393,16000000,2001,5.7,0,37882551,B
198,107,279,617,1640,5380,68935,1614,125,90000000,2008,6.6,0,71148699,B
67,106,1156,1209,9224,45723317,35312,23369,267,16000000,1999,6.4,0,52885587,B
304,137,92350,1429,753,366932,512749,1959,935,30000000,2004,8,0,66207920,B
230,153,52786,97,1312195,51196269,100837,11852,301,75000000,2009,6.4,0,51814190,B
33,88,46,1740,3729,6100,2735,1141,52,1000000,1998,6.1,157,21210,A
99,120,1163,0,4,4218,71321,16,230,2280000,1940,7.8,3000,76400000,B
190,110,1248,3141,2128,15342,29613,1540,98,12000000,2008,7.1,0,3148482,A
302,127,555,4443,550702,101621085,125305,17551,343,38000000,2013,6.4,39000,41997790,B
75,92,6491,9123,36682974,269866,18271,3935,150,16000000,2004,4.4,0,13922211,A
24,69,20926,16775110,946,1888,61753,1833,133,12500000,1988,7.3,5000,48092846,B
391,123,2200,195259,877952,707388,115216,63769,289,53000000,2015,7,44000,62563543,B
181,96,450,192334,6267508,8208496,110390,28071,522,17000000,2007,7.2,6000,82234139,B
154,85,247,1732,6267506,842151,54077,25590,112,100000000,2007,6.8,0,58867694,B
60,90,151403,7272,14801212,121744,23606,1445,304,12000000,2003,2.1,0,4922166,A
280,109,165,4971,17850034,5701,305340,1769,1676,200000000,2003,6.4,0,150350192,B
280,103,62457,123159,6722,614,118951,2857,1382,150000000,2010,4.2,18000,131564731,B
50,91,28572,2013,9304,7020157,12188,6380,135,3500000,2004,5.3,1000,96793,A
476,109,13308,10336,41462,24444,338087,17689,814,115000000,2013,6.6,61000,93050117,B
84,53,2520,153,4941974,2520,10564,313,40,1000000,2007,7.7,0,274661,A
302,122,632132,5768,4083,2976,88682,6161,241,35000000,2008,7.7,0,18593156,A
92,104,1242,10590,6234,1656,55749,4294,257,48000000,1998,6.1,0,46611204,B
31,110,53,5304,1064,9065,4757,2120,67,38000000,2001,5.2,474,623374,A
82,110,40,3279,28533,39,10667,2466,95,26000000,2004,5.2,260,14469428,A
225,83,232,103215,2256038,295,30570,988,290,1000000,2012,4.2,12000,53245055,B
96,293,4079,0,6749,0,168203,469,426,14000000,1981,8.4,11000,11433134,A
50,107,8599,1386,10061,8450,9227,5461,70,50000000,1995,5.1,422,9795017,A
205,93,983,4,30750,9093,314630,1148,483,150000000,2004,7.2,0,436471036,B
75,90,204,9902768,1731,106416,6000,2510,109,3000000,2002,7,595,5844929,A
84,95,19305,17221,4452,143656,22844,4681,140,24000000,2004,5.6,876,16964743,A
41,99,431,738,2096,64115,5049,1234,48,8000000,2007,6.4,226,398420,A
235,99,709,270132,1085,621,58349,701,194,40000000,2009,6.4,0,38105077,B
280,122,146910,10183,646,64219,64944,13809,212,20000000,2009,6.7,6000,1697956,A
114,104,169982,245,8811,12626,42664,5123,403,20000000,1998,6.1,0,20241395,A
133,97,588,4876,355258,6302134,222099,37907,549,16000000,1999,7.2,10000,38176108,B
271,99,405,1675,741,89236,81699,2323,291,6500000,2014,5.4,45000,84263837,B
134,88,538,2292,821,188,160281,2726,427,3500000,1980,7.8,16000,83400000,B
133,95,21,159992,2507,78562,46417,3500,297,45000000,2003,4.6,660,89808372,B
186,96,11799,1578715,18493228,8055,115099,108016,257,175000000,2007,5.4,2000,100289690,B
162,92,646,1714799,148966,2652430,25484,6137,189,,2012,5.1,13000,44328238,B
53,88,179,1493,1478,663,3914,1509,47,23000000,2000,5.6,153,13019253,A
35,107,121,13132,19967,6302136,14580,26017,252,850000,2003,7.2,0,819939,A
3,100,-1,732958,5452,2507,91,1064,3,2500000,2006,6.6,144,118666,A
81,100,17171,7706517,14847,335940,4654,18786,46,20000000,2016,6.7,18000,55461307,B
164,92,3450,353,940,6884,119974,2184,169,35000000,2009,6.6,0,45802315,B
275,123,18237,8539,163,39965,111609,5505,781,160000000,2016,7.3,89000,46978995,B
72,108,4824,526,1951,9038,77390,2913,189,50000000,1996,6,0,70450000,B
159,150,24015,363652,9065,5225823,200556,12289,611,90000000,1997,7.4,15000,100853835,B
98,104,2519,4685,175,1730190,31323,18760,76,20000000,2014,6.3,0,23393765,A
86,91,76157,57220,53502,218610,10366,54,88,,2001,7.7,0,1293295,A
41,102,3649,104,0,1276,3258,282,54,3700000,1948,7.1,359,2956000,A
98,83,336,10,3002628,2620928,41239,1729,166,22000000,2005,4.6,887,22264487,A
502,146,9279,5085262,8208476,16512350,498397,49355,706,130000000,2013,7.6,82000,424645577,B
136,111,13071,107170,7061,13737,33158,679,223,60000000,2009,7.3,0,71844424,B
97,125,3293,5259,2429166,31814,60326,15569,142,50000000,1997,5.8,2000,48154732,B
164,115,2081,807960,28533,561246,194249,1815,253,80000000,2006,6.9,0,195329763,B
125,118,0,4689,47012,36137,19007,2944,219,9000000,2005,6.9,549,18761993,A
171,107,646,2155,6606,1167115,247289,4664,611,23000000,1998,7.1,0,176483808,B
151,117,180,2009,3319,6836931,58957,15713,91,20000000,2011,6,0,13987482,A
93,124,296,1045,2256,1467,46451,1289,156,50000000,1997,5.9,0,41256277,B
29,107,25,5979,718,28013,7973,2383,65,5000000,1983,6.3,0,12200000,A
120,123,86,410781,11648659,46376,239752,25697,406,60000000,1994,7.6,11000,105264608,B
102,102,1436,4758,309,5895823,27305,14463,284,40000000,2000,5.1,604,14967182,A
56,80,139,5711,32882,36389,18254,3058,307,16000000,2002,3.3,1000,40363530,B
31,77,-1,522023,2864492,12416647,3851,2185,114,20000000,2006,2.8,346,7382993,A
11,105,49,9528,101,4801,7470,2368,35,18000000,1989,5.5,0,8508843,A
371,120,13308,1106,41462,24195044,172965,23051,627,49000000,2015,6.9,67000,31569268,B
164,99,624,383,3125,188,62468,1254,374,12000000,1999,7,0,21133087,A
75,83,3520,2088,651,4037202,24216,4024,162,24000000,1999,4.1,401,10431220,A
141,127,4600,45663,8227,21929186,127497,6171,287,140000000,1998,6.6,0,129734803,B
103,120,758089,3309,85,22422,59524,2892,418,6500000,1989,7.9,0,27545445,A
46,108,3156,5455,8599,759867,11913,8349,97,47000000,1996,5.8,616,5600000,A
388,146,642335,2865,877952,1551957,116159,46726,488,66000000,2011,7.2,28000,79883359,B
171,105,702,83517,4941971,24443,55382,13145,129,,2010,8.3,63000,4311834,A
100,100,9009,5880,160023,381558,39331,6046,481,10000000,1998,6.3,0,9801782,A
81,115,266,380,5542,685755,84424,3454,131,100000000,1996,6.1,0,101228120,B
377,131,9009,10143,245077,7673,202382,26679,751,209000000,2012,5.9,44000,65173160,B
5,,264,317,53268,19984,548,3137,15,,2010,3.5,588,2592808,A
216,128,372,35938,1837300,463102,66511,16911,200,40000000,2013,7.5,28000,95001343,B
369,100,419,35401,418,3099,110486,1261,695,120000000,2015,4.3,41000,56114221,B
25,100,128,6567,115139,4653,7984,2486,42,13000000,1996,5.9,833,26539321,A
67,98,71,40824,740,90,19737,235,81,,2005,6,901,24381334,A
149,142,24015,279,266,7367350,1251222,15700,1398,55000000,1994,8.8,59000,329691196,B
418,107,1952,35258468,9446342,19859430,310540,38751,669,32000000,2013,6.7,97000,101470202,B
63,81,28479,752,2429167,2256034,42892,17035,154,12000000,1996,6.8,0,63071133,B
106,110,24642,3156,24642,5198,36657,4762,318,1500000,1998,7.5,0,2365931,A
95,112,114,1070,14979,8498,15337,2832,172,,2006,7.5,0,18811135,A
309,101,0,11401,49464,2890829,86077,19673,195,5000000,2014,7.5,45000,18656400,A
131,131,339680,5102,18493232,339688,277505,28544,495,14400000,1992,8.3,10000,101157447,B
225,105,547,27986,1179,21941,56402,2423,209,2000000,2010,6.3,17000,92401,A
114,126,349421,415,2934,3417,119150,1607,219,15000000,1987,7.4,0,43848100,B
224,118,1375,10612,21785,55121716,90046,28479,141,35000000,2013,6.2,17000,17609982,A
50,106,52,32884,3868,6741,10104,3956,69,18000000,2004,5.7,265,64955956,B
349,100,62456,537,0,75501645,158720,14168,744,130000000,2013,4.9,37000,60522097,B
366,150,187954,25438,407,537,323207,3218,1439,200000000,2009,6,0,402076689,B
190,109,6406,1707,6836939,314353,94892,33878,189,20000000,2008,6.8,0,26415649,A
230,120,1248,6382,1747,1918011,20616,11019,70,16000000,2013,6.6,0,1984743,A
129,68,1234,7936,172,10232144,183425,10557,425,17000000,1997,7,0,53868030,B
208,122,4022,81,3375,707391,124765,41636,541,35000000,2001,6.8,0,31598308,B
95,106,69,2198,6490,408,25462,4239,200,30000000,2001,5.8,804,17951431,A
168,87,6924,3517,2436,251081,89547,24324,199,9000000,2007,7.4,0,8579684,A
83,90,6924,5182,227,5686,32416,23504,138,35000000,1997,6.3,0,63826569,B
81,86,4605,5080,3002633,1061144,29661,3001,179,25000000,2002,5.8,0,38230435,B
145,99,0,413594,121467,277785,34079,6930,97,30000000,2008,6,0,60269340,B
500,132,8599,5768,655935,16512350,518537,50983,698,160000000,2011,7.8,54000,146405371,B
308,91,34761331,28907,4608,1578718,142403,13616,275,74000000,2015,6.4,70000,336029560,B
38,86,415,20692,6860,242289,6689,7144,51,,2008,6.5,0,15542,A
124,104,646,1846,164,12416654,36223,1827,208,30000000,2005,6.2,0,42071069,B
196,92,656,3543219,4833,29938,47900,5810,130,145000000,2014,6.9,11000,111505642,B
366,102,149,21415,24244,10610,225273,10583,523,110000000,2014,6.2,71000,106369117,B
70,99,5563,151,7382,400566,26051,10469,164,40000000,1996,4.4,0,27663982,A
15,135,92,116216,12238,2584,775,83,19,1592000,2006,7.4,100,638951,A
305,124,9674,1929,36968435,1861574,147128,16881,277,30000000,2015,7.5,44000,52418902,B
148,118,642335,2163,69485,463102,329969,11898,524,28000000,1984,7.6,0,179870271,B
162,145,289,2498,10751,175,45231,1825,315,80000000,2000,7.3,0,34566746,B
405,109,34157,774,1687,1933,95362,328,270,3000000,2013,7.9,62000,8114507,A
167,104,14149,240,979,717,45102,1340,316,17000000,2003,5.6,0,35143332,B
69,88,1926,13465,151505,38379,29008,3707,99,15000000,2002,5.4,896,47811275,B
81,95,646,12975,50121,632133,25572,3734,123,70000000,2001,6.2,2000,13596911,A
110,115,484,8180,505,204725,23302,4713,181,60000000,1998,6.5,1000,56702901,B
22,99,323,37216,7284,1250630,33186,2949,78,50000000,1994,5.9,0,16671505,A
267,77,5195965,38519,110041,707386,188785,60683,467,40000000,2005,7.4,0,53337608,B
167,91,562,1605,1371,1233,84209,2954,201,26000000,2009,5.2,0,20819129,A
450,106,22546,182388,542,19859429,148327,18469,274,30000000,2013,7.1,29000,32154410,B
202,130,898,31499,21793,58160385,248045,15972,890,98000000,2001,6.3,0,202007640,B
3,101,0,139,66247,29245,651,155,34,500000,2003,6,44,1111615,A
78,96,207,17,963,513,10282,774,78,2000000,2006,6.6,474,198407,A
181,101,5968,49,13326,2457,77987,1292,120,19000000,2010,6.1,0,27758465,A
543,96,2403,292,472,4686,125016,673,789,17000000,2013,6.5,70000,54239856,B
50,101,424,2952,152,26403,15814,1634,68,25000000,1996,5.4,503,14095303,A
62,117,646,2155,6606,850943,63459,16937,185,27000000,1996,6.9,3000,24944213,A
126,89,14481,561,748,645,38459,2061,119,10000000,2013,6.7,0,7764027,A
179,138,781,5084,6255,11576,32415,3970,510,1700000,2001,7.5,951,35918429,B
147,113,2755406,39140,7158,24443,114070,15765,500,250000,1997,7.3,0,12006514,A
83,102,531376,314,13085,76937,19986,2664,207,40000000,2001,6.2,892,6114237,A
16,95,561,354,109,2318,1742,1185,158,825000,2002,5.6,409,15278,A
84,114,244,1484,2635,20248,71842,4537,152,12000000,1983,7.1,0,79568000,B
176,100,2368,4958,9123,38758,29322,15922,104,2000000,2012,6.1,0,13746550,A
190,123,30469,31837,410783,1001177,58658,12700,495,57000000,2005,6.4,0,26838389,A
73,147,2447,13917,46378,3129431,154487,37076,259,44000000,1996,7.5,0,53300852,B
91,94,288997,1220,4498238,3432584,76467,19957,236,3000000,2005,6.8,0,16101109,A
111,115,54,2772,3087,746,51252,4305,156,45000000,2005,5,621,48472213,B
191,109,2788,156,2652432,3567,104481,2357,189,40000000,2014,6,16000,83906114,B
108,100,89,1816,6085,364508,34809,2085,125,41000000,2011,6.2,11000,7204138,A
78,101,12192,1255,4887,9093,25613,1954,121,10000000,1983,6.5,0,29500000,A
152,83,146,1310604,10707,1298021,28513,11771,126,3300000,2015,5.2,0,25799043,A
68,102,5858,126033,964,31814,2705,11083,38,1300000,1987,5.9,314,354704,A
341,96,157334,3524,46379,31990,248468,36093,545,37000000,2008,7,0,60338891,B
81,126,1604,64,2387,5235,126907,2004,235,8000000,1984,7.2,0,90800000,B
424,140,55634,101621128,45723290,55121709,278232,79150,657,190000000,2015,7.2,94000,350034110,B
156,101,6915,269547,11596679,4969307,47794,1787,81,20000000,2010,7.1,0,117224271,B
44,139,281,7150,3375,7673,34427,16125,126,28000000,1995,6.9,0,31600000,B
69,101,1858422,0,1653,647671,30083,1614,140,20000000,1996,6.8,0,9714482,A
9,100,-1,470,2663,1261,1489,454,40,250000,2001,6.7,133,902835,A
23,106,29715,759,14635,11497,5673,1610,37,8000000,1997,6.8,0,532190,A
144,125,999,162,43068,13915,28807,4416,273,58000000,2012,5.9,0,49875589,B
